Run 1
1	0	0.061464	0.392473
4	1	0.061571	0.392359
1	1	0.035127	0.276088
2	1	0.035491	0.107563
3	1	0.034207	0.330341
1	2	0.034789	0.199843
2	2	0.034977	0.107412
3	2	0.034240	0.330057
1	4	0.034942	0.133321
2	4	0.034352	0.107319
3	4	0.034124	0.329933
1	8	0.035773	0.142632
2	8	0.034245	0.107258
3	8	0.034127	0.330274
1	16	0.037676	0.180712
2	16	0.034249	0.142800
3	16	0.034266	0.333508
1	32	0.041592	0.303169
2	32	0.034248	0.267516
3	32	0.034971	0.330862
1	64	0.049104	0.356633
2	64	0.034179	0.339067
3	64	0.034108	0.339016
Run 2
1	0	0.061477	0.392342
4	1	0.061492	0.392379
1	1	0.035070	0.276057
2	1	0.035425	0.107499
3	1	0.034227	0.330141
1	2	0.034777	0.199876
2	2	0.034957	0.107395
3	2	0.034194	0.331772
1	4	0.034940	0.133280
2	4	0.034385	0.107293
3	4	0.034093	0.330376
1	8	0.035777	0.142679
2	8	0.034203	0.107273
3	8	0.034183	0.330015
1	16	0.037812	0.180689
2	16	0.034220	0.142832
3	16	0.034294	0.330095
1	32	0.041552	0.303083
2	32	0.034340	0.267592
3	32	0.034982	0.329857
1	64	0.049053	0.356767
2	64	0.034204	0.338856
3	64	0.034167	0.339521
Run 3
1	0	0.061483	0.392201
4	1	0.061470	0.392435
1	1	0.035037	0.276057
2	1	0.035550	0.107557
3	1	0.034257	0.330193
1	2	0.034782	0.199837
2	2	0.034926	0.107398
3	2	0.034171	0.329955
1	4	0.034854	0.133294
2	4	0.034343	0.107426
3	4	0.034155	0.330170
1	8	0.035765	0.142677
2	8	0.034195	0.107244
3	8	0.034222	0.330187
1	16	0.037749	0.180712
2	16	0.034263	0.142945
3	16	0.034203	0.330113
1	32	0.041478	0.303160
2	32	0.034306	0.267913
3	32	0.034932	0.330060
1	64	0.049074	0.356581
2	64	0.034153	0.343756
3	64	0.034162	0.339112
Run 4
1	0	0.061495	0.392192
4	1	0.061557	0.392247
1	1	0.035053	0.276071
2	1	0.035534	0.107534
3	1	0.034275	0.330170
1	2	0.034789	0.199941
2	2	0.034966	0.107382
3	2	0.034205	0.331845
1	4	0.034922	0.133320
2	4	0.034404	0.107337
3	4	0.034184	0.330600
1	8	0.035806	0.142663
2	8	0.034194	0.107258
3	8	0.034198	0.330042
1	16	0.037789	0.180698
2	16	0.034218	0.142792
3	16	0.034198	0.330141
1	32	0.041533	0.303278
2	32	0.034305	0.267819
3	32	0.034981	0.329844
1	64	0.049112	0.356670
2	64	0.034179	0.339099
3	64	0.034147	0.339802
Run 5
1	0	0.061505	0.392338
4	1	0.061536	0.392258
1	1	0.035086	0.276134
2	1	0.035400	0.107689
3	1	0.034192	0.330051
1	2	0.034776	0.199894
2	2	0.034880	0.107394
3	2	0.034179	0.330004
1	4	0.034912	0.133288
2	4	0.034369	0.107218
3	4	0.034153	0.342798
1	8	0.035763	0.142627
2	8	0.034283	0.107222
3	8	0.034144	0.329964
1	16	0.037802	0.180753
2	16	0.034333	0.144195
3	16	0.034249	0.336529
1	32	0.041525	0.303104
2	32	0.034271	0.283689
3	32	0.034920	0.329951
1	64	0.049029	0.356608
2	64	0.034175	0.338791
3	64	0.034172	0.338836
Run 6
1	0	0.061482	0.392341
4	1	0.061493	0.392267
1	1	0.035090	0.276054
2	1	0.035539	0.107664
3	1	0.034223	0.329984
1	2	0.034763	0.199949
2	2	0.034985	0.107343
3	2	0.034209	0.330002
1	4	0.034897	0.133307
2	4	0.034436	0.107303
3	4	0.034150	0.331881
1	8	0.035784	0.142675
2	8	0.034196	0.107296
3	8	0.034175	0.329954
1	16	0.037701	0.180778
2	16	0.034238	0.142858
3	16	0.034226	0.330038
1	32	0.041622	0.303167
2	32	0.034315	0.267460
3	32	0.035020	0.330290
1	64	0.049039	0.356632
2	64	0.034174	0.338784
3	64	0.034193	0.339046
Run 7
1	0	0.061487	0.392174
4	1	0.061486	0.392253
1	1	0.035154	0.276057
2	1	0.035473	0.107592
3	1	0.034232	0.330260
1	2	0.034781	0.199843
2	2	0.034932	0.107410
3	2	0.034174	0.332668
1	4	0.034903	0.133361
2	4	0.034380	0.107331
3	4	0.034152	0.330241
1	8	0.035811	0.142655
2	8	0.034181	0.107288
3	8	0.034138	0.329888
1	16	0.037743	0.180807
2	16	0.034307	0.142823
3	16	0.034311	0.330650
1	32	0.041490	0.303266
2	32	0.034290	0.267692
3	32	0.035001	0.329977
1	64	0.049087	0.356777
2	64	0.034181	0.357967
3	64	0.034184	0.339172
Run 8
1	0	0.061512	0.392429
4	1	0.061532	0.392235
1	1	0.035121	0.276123
2	1	0.035428	0.107524
3	1	0.034316	0.332348
1	2	0.034728	0.199882
2	2	0.034918	0.107369
3	2	0.034163	0.329957
1	4	0.034847	0.133282
2	4	0.034379	0.107320
3	4	0.034167	0.330393
1	8	0.035776	0.142644
2	8	0.034238	0.107330
3	8	0.034091	0.330081
1	16	0.037749	0.180716
2	16	0.034397	0.143029
3	16	0.034337	0.330117
1	32	0.041528	0.303305
2	32	0.034191	0.267561
3	32	0.035033	0.330132
1	64	0.049110	0.356624
2	64	0.034229	0.338979
3	64	0.034138	0.339175
Run 9
1	0	0.061535	0.392325
4	1	0.061451	0.392326
1	1	0.035138	0.276120
2	1	0.035492	0.107525
3	1	0.034223	0.330645
1	2	0.034880	0.199835
2	2	0.034945	0.107394
3	2	0.034168	0.330021
1	4	0.034960	0.133330
2	4	0.034373	0.107369
3	4	0.034134	0.341376
1	8	0.035743	0.142658
2	8	0.034275	0.107205
3	8	0.034133	0.330352
1	16	0.037775	0.180736
2	16	0.034250	0.142912
3	16	0.034299	0.342196
1	32	0.041574	0.303168
2	32	0.034222	0.267718
3	32	0.035017	0.329968
1	64	0.049043	0.356669
2	64	0.034172	0.338953
3	64	0.034110	0.339534
Run 10
1	0	0.061505	0.392190
4	1	0.061474	0.392323
1	1	0.035092	0.276060
2	1	0.035506	0.107564
3	1	0.034286	0.330645
1	2	0.034845	0.199868
2	2	0.034949	0.107378
3	2	0.034205	0.330185
1	4	0.034848	0.133280
2	4	0.034353	0.107343
3	4	0.034230	0.331993
1	8	0.035708	0.142686
2	8	0.034221	0.107216
3	8	0.034138	0.330268
1	16	0.037774	0.180738
2	16	0.034232	0.142952
3	16	0.034196	0.330397
1	32	0.041545	0.303209
2	32	0.034251	0.277117
3	32	0.035028	0.330016
1	64	0.049101	0.356562
2	64	0.034196	0.339372
3	64	0.034098	0.338879
