0	728
1	727
2	726
3	725
4	724
5	723
6	722
7	721
8	720
10	718
9	719
11	717
12	716
13	715
14	714
15	713
16	712
17	711
18	710
19	709
20	708
21	707
22	706
23	705
24	704
25	703
26	702
27	701
28	700
29	699
30	698
31	697
32	696
33	695
34	694
35	693
36	692
37	691
38	690
39	689
40	688
41	687
42	686
43	685
44	684
45	683
46	682
47	681
48	680
49	679
50	678
51	677
52	676
53	675
54	674
55	673
56	672
57	671
58	670
59	669
60	668
61	667
62	666
63	665
64	664
65	663
66	662
67	661
68	660
69	659
71	657
72	656
73	655
74	654
75	653
76	652
77	651
78	650
79	649
70	658
80	648
81	647
83	645
84	644
85	643
86	642
87	641
88	640
89	639
90	638
91	637
92	636
93	635
94	634
95	633
96	632
97	631
98	630
99	629
100	628
101	627
102	626
103	625
104	624
105	623
106	622
108	620
109	619
110	618
82	646
111	617
107	621
112	616
113	615
114	614
115	613
116	612
117	611
118	610
119	609
120	608
121	607
122	606
123	605
124	604
125	603
126	602
127	601
128	600
129	599
130	598
131	597
132	596
133	595
134	594
135	593
136	592
137	591
138	590
139	589
140	588
141	587
142	586
143	585
144	584
145	583
146	582
147	581
148	580
149	579
150	578
151	577
152	576
153	575
154	574
155	573
156	572
158	570
157	571
159	569
160	568
161	567
162	566
163	565
164	564
165	563
166	562
167	561
168	560
169	559
170	558
171	557
172	556
173	555
174	554
175	553
176	552
177	551
178	550
179	549
180	548
181	547
182	546
183	545
184	544
186	542
187	541
188	540
189	539
191	537
190	538
192	536
193	535
194	534
195	533
185	543
197	531
196	532
198	530
199	529
200	528
201	527
202	526
204	524
205	523
203	525
206	522
207	521
208	520
209	519
211	517
212	516
210	518
213	515
214	514
215	513
216	512
217	511
218	510
219	509
220	508
221	507
222	506
223	505
224	504
225	503
226	502
227	501
228	500
229	499
230	498
231	497
232	496
233	495
234	494
235	493
236	492
237	491
238	490
239	489
240	488
241	487
242	486
243	485
244	484
245	483
246	482
247	481
248	480
249	479
250	478
251	477
252	476
253	475
254	474
255	473
256	472
257	471
258	470
259	469
260	468
261	467
263	465
262	466
264	464
265	463
266	462
267	461
268	460
269	459
270	458
271	457
272	456
273	455
274	454
275	453
276	452
277	451
278	450
279	449
280	448
281	447
283	445
282	446
284	444
285	443
286	442
288	440
289	439
290	438
291	437
292	436
293	435
294	434
295	433
296	432
297	431
298	430
299	429
300	428
301	427
302	426
303	425
304	424
305	423
306	422
307	421
308	420
309	419
310	418
311	417
312	416
313	415
314	414
315	413
316	412
317	411
318	410
319	409
320	408
321	407
322	406
323	405
324	404
325	403
326	402
327	401
328	400
329	399
330	398
331	397
332	396
333	395
334	394
336	392
337	391
338	390
339	389
340	388
341	387
342	386
343	385
344	384
345	383
346	382
347	381
348	380
349	379
350	378
351	377
335	393
353	375
354	374
355	373
356	372
357	371
358	370
359	369
360	368
361	367
362	366
363	365
364	364
365	363
367	361
366	362
368	360
369	359
370	358
371	357
372	356
352	376
373	355
374	354
375	353
376	352
377	351
378	350
379	349
380	348
381	347
382	346
383	345
384	344
385	343
386	342
387	341
388	340
389	339
390	338
391	337
392	336
393	335
394	334
395	333
396	332
397	331
398	330
399	329
400	328
401	327
402	326
403	325
404	324
405	323
406	322
407	321
408	320
409	319
410	318
411	317
412	316
413	315
414	314
415	313
416	312
417	311
418	310
419	309
420	308
421	307
422	306
423	305
424	304
425	303
427	301
428	300
429	299
430	298
431	297
432	296
433	295
434	294
435	293
436	292
437	291
438	290
439	289
440	288
441	287
442	286
443	285
444	284
445	283
446	282
448	280
449	279
450	278
447	281
451	277
452	276
453	275
454	274
455	273
456	272
457	271
458	270
459	269
460	268
461	267
462	266
463	265
464	264
465	263
466	262
467	261
468	260
469	259
470	258
471	257
472	256
473	255
474	254
475	253
476	252
477	251
478	250
479	249
480	248
481	247
482	246
483	245
484	244
485	243
486	242
487	241
488	240
489	239
490	238
491	237
492	236
493	235
494	234
495	233
496	232
497	231
498	230
499	229
500	228
501	227
502	226
503	225
504	224
505	223
506	222
507	221
508	220
509	219
510	218
511	217
512	216
513	215
514	214
515	213
516	212
518	210
519	209
287	441
520	208
521	207
522	206
523	205
524	204
525	203
526	202
527	201
528	200
529	199
530	198
531	197
532	196
533	195
534	194
535	193
536	192
537	191
538	190
539	189
540	188
541	187
542	186
543	185
544	184
545	183
546	182
547	181
548	180
549	179
550	178
551	177
552	176
553	175
554	174
555	173
556	172
557	171
558	170
559	169
560	168
561	167
562	166
563	165
564	164
565	163
566	162
567	161
568	160
569	159
570	158
571	157
572	156
573	155
574	154
575	153
576	152
577	151
578	150
579	149
580	148
581	147
582	146
583	145
584	144
585	143
586	142
587	141
588	140
589	139
590	138
591	137
592	136
593	135
594	134
595	133
596	132
597	131
598	130
599	129
600	128
601	127
602	126
603	125
604	124
605	123
606	122
607	121
608	120
609	119
610	118
611	117
612	116
613	115
614	114
615	113
616	112
617	111
618	110
619	109
620	108
622	106
621	107
623	105
624	104
625	103
626	102
627	101
628	100
629	99
630	98
631	97
632	96
633	95
634	94
635	93
636	92
637	91
638	90
639	89
640	88
641	87
642	86
643	85
644	84
645	83
646	82
647	81
648	80
649	79
650	78
651	77
652	76
653	75
654	74
655	73
656	72
657	71
658	70
659	69
660	68
661	67
662	66
663	65
664	64
665	63
666	62
667	61
668	60
669	59
670	58
671	57
672	56
673	55
517	211
676	52
675	53
677	51
678	50
679	49
680	48
682	46
681	47
683	45
684	44
685	43
686	42
687	41
688	40
690	38
689	39
691	37
692	36
693	35
694	34
696	32
695	33
697	31
698	30
699	29
700	28
701	27
702	26
703	25
704	24
705	23
706	22
707	21
708	20
709	19
711	17
712	16
713	15
714	14
674	54
715	13
716	12
717	11
718	10
719	9
721	7
720	8
723	5
724	4
725	3
726	2
727	1
728	0
722	6
710	18
426	302
